epoch,lr,train_loss,validation_loss,top1_error,top5_error,epoch_seconds,peak_allocated_bytes,peak_reserved_bytes
127,0.25,1.5430994715881348,1.2494916650772094,34.53,10.58,156.11374150007032,5284541440,5723127808
128,0.25,1.5596149955368042,1.2427558052062988,34.63,10.16,159.35252179997042,5284541440,5723127808
129,0.25,1.6006152071380615,1.275737649345398,34.88,10.36,159.59880880010314,5284541440,5723127808
130,0.25,1.5157327448654174,1.295323431968689,35.86,11.43,161.72078680002596,5284541440,5723127808
131,0.25,1.6033274880599975,1.4769112504959105,39.64,12.22,162.0990896000294,5284541440,5723127808
132,0.25,1.5772076018905639,1.257599341392517,34.47,10.17,164.4441221000161,5284541440,5723127808
133,0.25,1.6114421338272096,1.5364660135269166,40.81,13.7,162.9364792999113,5284541440,5723127808
134,0.25,1.549890241241455,1.2067832750320435,33.55,9.64,163.27829930000007,5284541440,5723127808
135,0.25,1.578090712814331,1.2477711046218871,34.45,10.24,163.10460479999892,5284541440,5723127808
136,0.25,1.5885815112686157,1.3984147262573243,37.81,11.94,163.00288419995923,5284541440,5723127808
137,0.25,1.5259110873794555,1.1584413122177124,32.56,8.73,162.55230909993406,5284541440,5723127808
138,0.25,1.56487610912323,1.2912144817352296,35.1,10.8,162.05939639999997,5284541440,5723127808
139,0.25,1.5691702155685425,1.1892040538787843,32.94,9.24,163.71072660002392,5284541440,5723127808
140,0.25,1.5582877333831786,1.4935307479858397,39.18,12.76,161.71034049999435,5284541440,5723127808
141,0.25,1.60470610496521,1.2136964334487914,32.76,9.34,162.96447030000854,5284541440,5723127808
142,0.25,1.5574901626968385,1.230266778945923,33.98,10.35,160.77512120001484,5284541440,5723127808
143,0.25,1.5633796075439452,1.5372254966735839,39.06,14.02,158.64626700000372,5284541440,5723127808
144,0.25,1.60057564868927,1.185646844291687,32.79,9.09,161.3665139999939,5284541440,5723127808
145,0.25,1.6293147422409058,1.4624916095733642,38.23,12.35,161.507608099957,5284541440,5723127808
146,0.25,1.5625927283096313,1.3102812294006347,36.0,10.11,162.27392089995556,5284541440,5723127808
147,0.25,1.5935389477920532,1.12854810962677,31.73,8.58,163.45624459988903,5284541440,5723127808
148,0.25,1.5686249517822266,1.5756443851470947,40.51,12.97,161.1405073000351,5284541440,5723127808
149,0.25,1.5703657497024537,1.2133703269958496,33.23,9.29,155.12577309994958,5284541440,5723127808
150,0.25,1.563251056060791,1.323063793373108,36.1,10.82,154.90622940007597,5284541440,5723127808
151,0.025,1.2217906433391572,0.6296015012741089,18.51,3.36,154.74522979999892,5284541440,5723127808
152,0.025,1.0484435103797913,0.597480895614624,17.6,3.14,154.6318471999839,5284541440,5723127808
153,0.025,0.9388148721694947,0.5869007608413697,17.1,3.11,154.636014000047,5284541440,5723127808
154,0.025,0.9323063091230392,0.5784860329627991,16.97,3.05,154.6542007001117,5284541440,5723127808
155,0.025,0.9510064590930939,0.5787219844818116,16.84,3.23,154.77206049999222,5284541440,5723127808
156,0.025,0.8927240240859985,0.5716962063789368,16.42,2.94,154.64576139999554,5284541440,5723127808
157,0.025,0.9035047272062302,0.5711855260848999,16.37,3.05,158.4289394998923,5284541440,5723127808
158,0.025,0.8099340379047394,0.5937767130851745,17.14,3.17,157.16176899999846,5284541440,5723127808
159,0.025,0.8950033580112458,0.595472519493103,17.0,3.25,157.27504510001745,5284541440,5723127808
160,0.025,0.8177035089230538,0.6010297834396362,17.04,3.27,156.60786629992072,5284541440,5723127808
161,0.025,0.824295816898346,0.5917126743316651,16.68,3.1,154.4745125999907,5284541440,5723127808
162,0.025,0.8117215280151368,0.5991089062690735,17.23,3.34,156.34774540003855,5284541440,5723127808
163,0.025,0.7993901475381852,0.6015566210269928,17.15,3.15,154.5402228999883,5284541440,5723127808
164,0.025,0.8065793850421905,0.613836286354065,17.47,3.4,154.46614210004918,5284541440,5723127808
165,0.025,0.821579420735836,0.635744803237915,18.05,3.61,154.35641909996048,5284541440,5723127808
166,0.025,0.8037769156098366,0.6143846048355103,17.41,3.26,154.43592259997968,5284541440,5723127808
167,0.025,0.8049330277609825,0.6260903478622436,17.83,3.49,154.3970678000478,5284541440,5723127808
168,0.025,0.7890918043446541,0.6325844463348389,17.64,3.68,154.44981749996077,5284541440,5723127808
169,0.025,0.7719241644620896,0.6580115030288697,18.56,3.41,154.4835748000769,5284541440,5723127808
170,0.025,0.7732695946145057,0.6486746347427368,18.16,3.68,154.39414970006328,5284541440,5723127808
171,0.025,0.7756707074761391,0.6466920257568359,17.83,3.46,154.36320949997753,5284541440,5723127808
172,0.025,0.8122692946958542,0.6525830626487732,18.18,3.79,154.41997469996568,5284541440,5723127808
173,0.025,0.7481950292420387,0.6673193364143372,18.71,3.65,154.41746999998577,5284541440,5723127808
174,0.025,0.7504719430518151,0.6477618857383728,17.92,3.66,155.17682510009035,5284541440,5723127808
175,0.025,0.816015578713417,0.6664061518669129,18.71,3.96,156.78998709993903,5284541440,5723127808
176,0.025,0.7727555175137519,0.6909535552024841,19.03,3.86,154.89757689996623,5284541440,5723127808
177,0.025,0.8424107845687866,0.6830719686508179,18.9,3.82,154.48038730002008,5284541440,5723127808
178,0.025,0.730143292734623,0.6790137205123902,18.8,3.96,154.44718270003796,5284541440,5723127808
179,0.025,0.7591641547775269,0.6911860270500183,18.96,4.13,154.41195760003757,5284541440,5723127808
180,0.025,0.7460646546196937,0.6887533989906311,18.58,3.92,154.35523749992717,5284541440,5723127808
181,0.025,0.7701909409594536,0.7024477290153504,19.44,3.83,154.4790443999227,5284541440,5723127808
182,0.025,0.7611002628684044,0.6720883932113647,18.53,3.74,154.45471049996559,5284541440,5723127808
183,0.025,0.752977659907341,0.6849985861778259,18.76,3.72,154.41707879991736,5284541440,5723127808
184,0.025,0.7819558454561234,0.6901141195297241,19.1,4.06,154.43962580000516,5284541440,5723127808
185,0.025,0.8003997325468063,0.7420608522415161,20.11,4.17,154.43115459999535,5284541440,5723127808
186,0.025,0.8120665757226944,0.7279023290634156,19.61,4.04,154.5240904999664,5284541440,5723127808
187,0.025,0.765413690187931,0.7282699672222137,19.8,4.43,154.4334229999222,5284541440,5723127808
188,0.025,0.8235179029822349,0.7121469743728638,19.55,4.29,154.38145169999916,5284541440,5723127808
189,0.025,0.7653973741769791,0.6859647657394409,18.54,4.03,154.54281940008514,5284541440,5723127808
190,0.025,0.7911667323040962,0.7079185291290283,19.6,4.03,154.39319089998025,5284541440,5723127808
191,0.025,0.7133463988733292,0.7364826343536377,20.25,4.4,154.38391969993245,5284541440,5723127808
192,0.025,0.7932067559409142,0.7459933532714844,19.86,4.5,154.39111229998525,5284541440,5723127808
193,0.025,0.7892961256098747,0.7444980717658997,19.64,4.59,154.42965810000896,5284541440,5723127808
194,0.025,0.7421317300200463,0.7823510272979737,20.53,4.77,154.45057660003658,5284541440,5723127808
195,0.025,0.7935550910997391,0.7915947890281677,20.44,4.54,154.37828369997442,5284541440,5723127808
196,0.025,0.788075268111229,0.7282269088745117,19.89,4.32,154.4312523000408,5284541440,5723127808
197,0.025,0.7583664151930809,0.691640843963623,18.88,4.07,154.5581491999328,5284541440,5723127808
198,0.025,0.7678149830770492,0.7879075130462646,20.26,4.58,154.49965660006274,5284541440,5723127808
199,0.025,0.7332115734529495,0.7335086728096009,20.09,4.15,154.4375545999501,5284541440,5723127808
200,0.025,0.7610309440135956,0.7418233270645141,20.07,4.46,154.55690650001634,5284541440,5723127808
201,0.025,0.7416127068305015,0.7700516351699829,20.22,4.47,154.43128060002346,5284541440,5723127808
202,0.025,0.7298121842861176,0.7904717823982239,20.91,4.64,154.4887074000435,5284541440,5723127808
203,0.025,0.7952734765505791,0.7342382726669312,19.49,4.46,154.51199090003502,5284541440,5723127808
204,0.025,0.7533799748396873,0.729297820854187,19.58,4.41,154.46036849997472,5284541440,5723127808
205,0.025,0.7458642806053162,0.7850110270500184,20.09,4.77,154.48137769999448,5284541440,5723127808
206,0.025,0.7051323658037185,0.7401015808105469,19.64,4.29,154.49711610004306,5284541440,5723127808
207,0.025,0.7730675713539124,0.7696669416427613,20.81,4.43,158.94800170010421,5284541440,5723127808
208,0.025,0.7460190552830697,0.7621235105514527,20.29,4.58,159.05324839998502,5284541440,5723127808
209,0.025,0.7435660589766503,0.7677862826347351,20.44,4.6,156.1062312000431,5284541440,5723127808
210,0.025,0.7811362845540046,0.7595116682052613,20.18,4.82,154.53460950008593,5284541440,5723127808
211,0.025,0.7810450430631638,0.756632269191742,20.46,4.52,154.70265200000722,5284541440,5723127808
212,0.025,0.7973503912878036,0.7917073568344116,20.74,4.42,154.56643400003668,5284541440,5723127808
213,0.025,0.7466423213267326,0.747748318195343,19.61,4.24,154.60246530000586,5284541440,5723127808
214,0.025,0.726465838201046,0.8016126061439515,20.55,5.05,154.46625449997373,5284541440,5723127808
215,0.025,0.7584172965860366,0.7876239936828613,20.62,4.6,154.5550355000887,5284541440,5723127808
216,0.025,0.8094268557190895,0.7683499620437622,20.64,4.57,154.39557799999602,5284541440,5723127808
217,0.025,0.7226098045563698,0.8712052026748657,22.18,5.12,154.37167669995688,5284541440,5723127808
218,0.025,0.7123435126256943,0.7884072610855103,20.39,5.08,154.48211810004432,5284541440,5723127808
219,0.025,0.7317347003865242,0.8131421505928039,21.21,4.77,154.5308239000151,5284541440,5723127808
220,0.025,0.7681922584223747,0.8106709426879882,20.95,4.84,154.49085830000695,5284541440,5723127808
221,0.025,0.7173727484059333,0.7754375783920288,20.26,4.47,154.52272380003706,5284541440,5723127808
222,0.025,0.7443372403550148,0.8053246968269349,20.63,4.91,154.47347319999244,5284541440,5723127808
223,0.025,0.7013536123967171,0.7771126880645752,20.01,4.61,154.41989560006186,5284541440,5723127808
224,0.025,0.6734206386280059,0.7968436925888062,20.84,4.45,154.58307219995186,5284541440,5723127808
225,0.025,0.7832303409671784,0.7674710546493531,19.66,4.63,154.58583110000473,5284541440,5723127808
226,0.0025000000000000005,0.6616989346456528,0.6007254225730896,15.81,3.11,154.482775600045,5284541440,5723127808
227,0.0025000000000000005,0.5828547763323784,0.5792384608268738,15.38,3.18,154.54886839992832,5284541440,5723127808
228,0.0025000000000000005,0.5880910231947899,0.5718009080886841,15.35,3.16,154.53147369995713,5284541440,5723127808
229,0.0025000000000000005,0.563670286848545,0.5724449264526367,15.34,3.07,154.62502130004577,5284541440,5723127808
230,0.0025000000000000005,0.5731861623024941,0.579571179151535,15.16,2.94,154.62499839998782,5284541440,5723127808
231,0.0025000000000000005,0.5480117268300057,0.5819988302707673,15.43,2.82,154.47457540000323,5284541440,5723127808
232,0.0025000000000000005,0.5233821445703506,0.5993686430931091,15.26,2.92,154.52246060001198,5284541440,5723127808
233,0.0025000000000000005,0.5938831472373008,0.5701745540618897,15.29,3.12,154.46539170003962,5284541440,5723127808
234,0.0025000000000000005,0.5569228372192383,0.5720766096115112,15.15,3.06,154.54574480000883,5284541440,5723127808
235,0.0025000000000000005,0.5261269633626938,0.6040366334915162,15.26,3.09,154.51567670004442,5284541440,5723127808
236,0.0025000000000000005,0.5005923678278923,0.5767972456932068,15.42,3.17,154.4944521000143,5284541440,5723127808
237,0.0025000000000000005,0.5544113582491875,0.6113288853645324,15.31,3.08,154.60020220000297,5284541440,5723127808
238,0.0025000000000000005,0.5216339317655563,0.600915706539154,15.47,3.09,154.6165111999726,5284541440,5723127808
239,0.0025000000000000005,0.5596694326376915,0.5998942162036895,14.8,3.11,154.5826451999601,5284541440,5723127808
240,0.0025000000000000005,0.5283514371871948,0.6036493716239929,14.95,3.1,154.4916112999199,5284541440,5723127808
241,0.0025000000000000005,0.5538899909734726,0.6066040170669555,14.96,3.1,154.49531969998498,5284541440,5723127808
242,0.0025000000000000005,0.5038807380366326,0.5890298016548157,15.39,3.22,154.44314989994746,5284541440,5723127808
243,0.0025000000000000005,0.5453288146781922,0.6194083629608155,15.14,3.13,154.65627489995677,5284541440,5723127808
244,0.0025000000000000005,0.5181415698575974,0.5848988804340363,14.81,3.23,154.53469040000346,5284541440,5723127808
245,0.0025000000000000005,0.5252127956914902,0.5853632513999939,15.25,3.06,154.39547799993306,5284541440,5723127808
246,0.0025000000000000005,0.5396162121629715,0.5889857053279877,15.34,3.08,155.22557150002103,5284541440,5723127808
247,0.0025000000000000005,0.5065032706522942,0.5856054077625275,15.15,3.03,155.00859840004705,5284541440,5723127808
248,0.0025000000000000005,0.5424398289322853,0.6042210742950439,14.97,3.16,154.42897880007513,5284541440,5723127808
249,0.0025000000000000005,0.4749763542866707,0.5989560620307922,15.3,3.22,154.56011409999337,5284541440,5723127808
250,0.0025000000000000005,0.4888527903342247,0.5889744002342224,15.34,3.13,154.4703311000485,5284541440,5723127808
251,0.0025000000000000005,0.5143867819547653,0.5878062281608581,15.22,3.12,154.46984750009142,5284541440,5723127808
252,0.0025000000000000005,0.5294975483345985,0.6106099502563477,15.13,3.14,154.52172359998804,5284541440,5723127808
253,0.0025000000000000005,0.5319500509047508,0.5903801784992218,15.22,3.14,154.5607390999794,5284541440,5723127808
254,0.0025000000000000005,0.5044918158268928,0.6089304531574249,15.01,3.12,154.5649654000299,5284541440,5723127808
255,0.0025000000000000005,0.47503798368930816,0.5877504306793213,15.3,3.16,154.44818889989983,5284541440,5723127808
256,0.0025000000000000005,0.48873448153972626,0.592555372428894,15.15,3.13,154.4927814999828,5284541440,5723127808
257,0.0025000000000000005,0.5165099055886269,0.6015903621196746,15.31,3.13,154.57954429998063,5284541440,5723127808
258,0.0025000000000000005,0.45303506836175916,0.6199840625762939,15.16,3.08,154.43400160002057,5284541440,5723127808
259,0.0025000000000000005,0.4983554795742035,0.6967765911102295,15.45,3.0,154.42863209999632,5284541440,5723127808
260,0.0025000000000000005,0.5266741237449646,0.5977393829345703,15.25,3.05,154.42690399999265,5284541440,5723127808
261,0.0025000000000000005,0.477684315662384,0.650167460346222,15.09,3.08,154.62676020001527,5284541440,5723127808
262,0.0025000000000000005,0.5015753436994552,0.6073395633697509,15.06,3.17,154.46589889994357,5284541440,5723127808
263,0.0025000000000000005,0.49695285762548447,0.608731556224823,15.27,3.2,154.55790429993067,5284541440,5723127808
264,0.0025000000000000005,0.4895911825823784,0.6400412613868713,15.39,3.21,154.55917300004512,5284541440,5723127808
265,0.0025000000000000005,0.49611057698011396,0.6031410275459289,15.55,3.26,154.47847860003822,5284541440,5723127808
266,0.0025000000000000005,0.4731397927212715,0.597509607219696,15.17,3.15,154.45343739993405,5284541440,5723127808
267,0.0025000000000000005,0.48589442501544955,0.6354621380805969,15.37,3.08,154.51282229996286,5284541440,5723127808
268,0.0025000000000000005,0.5001766536903381,0.6746608736991883,15.55,3.11,154.49808480008505,5284541440,5723127808
269,0.0025000000000000005,0.5318339949679375,0.624488125038147,15.11,3.17,154.52241470001172,5284541440,5723127808
270,0.0025000000000000005,0.5197476365208625,0.5985888841629028,15.16,3.17,154.5279408999486,5284541440,5723127808
271,0.0025000000000000005,0.47626971953153613,0.615534054851532,15.3,3.28,154.56263699999545,5284541440,5723127808
272,0.0025000000000000005,0.47493315413713455,0.6231557817459107,15.64,3.3,154.54810310003813,5284541440,5723127808
273,0.0025000000000000005,0.5111219570088387,0.615873530292511,15.22,3.25,154.6012187000597,5284541440,5723127808
