epoch,lr,train_loss,validation_loss,top1_error,top5_error,epoch_seconds,peak_allocated_bytes,peak_reserved_bytes
1,0.01,4.627276688814163,4.625823974609375,100.0,94.53125,55.85843289992772,5290963968,5708447744
2,0.01,4.5469910800457,4.742326974868774,98.046875,89.453125,55.692248299950734,5296350208,5723127808
