epoch,lr,train_loss,validation_loss,top1_error,top5_error,epoch_seconds,peak_allocated_bytes,peak_reserved_bytes
1,0.25,4.051663107299805,3.7563512969970705,88.24,63.6,327.90711709996685,5289881088,5704253440
2,0.25,3.2129741903686524,3.1571667938232424,75.01,44.5,154.16892950003967,5285228032,5723127808
3,0.25,2.407584770965576,2.311152723693848,60.85,27.64,154.50293840002269,5283753472,5723127808
4,0.25,1.9550850294494628,2.1147997791290285,55.4,23.51,154.49253639997914,5283753472,5723127808
5,0.25,1.6960989518737792,1.9672999240875244,51.28,20.5,154.52123640000354,5283753472,5723127808
6,0.25,1.5375755455398559,1.6286257652282714,44.86,16.08,154.45758329995442,5283753472,5723127808
7,0.25,1.4192363169097901,1.7800358602523805,47.87,16.51,154.45170129998587,5283753472,5723127808
8,0.25,1.3327747208404541,1.5944617935180665,43.07,15.36,154.48940710001625,5283753472,5723127808
9,0.25,1.2744577012634277,1.5958754795074463,42.19,13.78,154.55881760001648,5283753472,5723127808
10,0.25,1.2179215767669678,1.668236841583252,43.27,14.73,154.47508010000456,5283753472,5723127808
11,0.25,1.17834003616333,1.5084584644317627,40.99,13.7,154.50228440004867,5283753472,5723127808
12,0.25,1.141544613647461,1.5328116092681885,41.39,13.42,154.47388639999554,5283753472,5723127808
13,0.25,1.109010694503784,1.611305079650879,42.04,13.9,154.45252339995932,5283753472,5723127808
14,0.25,1.0858136875915527,1.4230231483459472,38.24,11.91,154.4124118000036,5283753472,5723127808
15,0.25,1.0517797248077392,1.4396868356704713,38.69,12.27,154.53166460001376,5283753472,5723127808
16,0.25,1.0425850498199463,1.5386070949554442,40.44,13.19,154.45172570005525,5283753472,5723127808
17,0.25,1.008112512664795,1.6515503988265992,42.9,14.31,154.56642569997348,5283753472,5723127808
18,0.25,0.9895450896835327,1.5270293811798095,40.86,13.13,154.49999889999162,5283753472,5723127808
19,0.25,0.9681869322204589,1.4305889162063599,38.42,11.43,154.46006209996995,5283753472,5723127808
